killed_by,killer_name,killer_placement,match_id,time,victim_name,victim_placement
AKM,ACE1933,21.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,392,588552258,11.0
Down and Out,HaoKing9422,6.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1475,longzhuTV105866,5.0
AKM,QuaiThuHN,3.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1048,Stan-UK,9.0
Down and Out,Touma98A,1.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,323,y-he-y,24.0
Down and Out,JockOK,12.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,864,fenyue,
Mini 14,wifefox233,5.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1416,703574290,6.0
M416,longzhuTV105866,5.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,400,LoveStudying,23.0
SCAR-L,Bliston,7.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1385,QuaiThuHN,3.0
M416,Touma98A,1.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1658,KryptoniteV,3.0
P1911,MyRocknRoll,27.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,159,nariii,17.0
Down and Out,zhibai-xiao,19.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1540,wifefox233,5.0
M16A4,Shucen,17.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,223,PAPA-693,27.0
Falling,,,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,784,Gosh7g,14.0
M416,Sunshine_cg,9.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,147,xiaoshaguazzz,29.0
UMP9,MARSCZC,2.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,676,MARSHJ,2.0
SCAR-L,MEga-MArshall,3.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1114,Sunshine_cg,9.0
UMP9,Cb98k-0,11.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,380,LiuOVO,21.0
M416,Sunshine_cg,9.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,144,ChinAFeeLLLL,29.0
M416,devilcops,16.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,335,Gank_GYZ,19.0
Bluezone,,,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1090,jilinlinlin,30.0
AKM,wifefox233,5.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,209,BagerWang,23.0
Down and Out,shoubuliaole,28.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,290,kesong1920,28.0
Down and Out,baigeqaq,11.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,427,ACE1933,21.0
M416,Touma98A,1.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1756,MARSCZC,2.0
M416,Touma98A,1.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,306,CHIJIBA-555,24.0
Mini 14,xRickx,3.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1046,Mzitong,11.0
M416,Sunshine_cg,9.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,389,Absorbed13,16.0
M416,Sunshine_cg,9.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,394,devilcops,16.0
AKM,Shucen,17.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,594,JOMTAKE,18.0
AKM,THWY,5.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,203,baojianguo,23.0
AKM,wifefox233,5.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1497,HaoKing9422,6.0
M416,Touma98A,1.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,320,wohuihan666emmm,24.0
M16A4,THWY,5.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,136,txy250kg,23.0
AKM,xRickx,3.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1396,LRDVOLDEMORT,7.0
AKM,Kurenace,29.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,104,caoxianglin,28.0
AUG,MARSCZC,2.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1573,zhibai-xiao,19.0
UMP9,LRDVOLDEMORT,7.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,546,zhouhaolong,17.0
SKS,Diankuang-wanshi,28.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,176,WanZiCheng666,14.0
SCAR-L,Stan-UK,9.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,626,AxJLQX,16.0
UMP9,Cb98k-0,11.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,381,RINIDEMAYEEE,21.0
M416,Touma98A,1.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,930,TxLingxi,12.0
Mini 14,MEga-MArshall,3.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1202,ganlingyang,6.0
Down and Out,JockOK,12.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,285,D4Boos,25.0
Bluezone,,,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1091,madlife009,30.0
S686,devilcops,16.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,328,Hearbroken6,19.0
Down and Out,longzhuTV105866,5.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1468,dl99823,6.0
Down and Out,Touma98A,1.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,930,Googso,12.0
UMP9,liangcheng45,16.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,242,fjfj123,14.0
M416,peiqibukeai,7.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1260,hmdkjyxgs,8.0
Hit by Car,Hearbroken6,19.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,148,rose975,30.0
AKM,KryptoniteV,3.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1402,NguyenChiThong,7.0
UMP9,baigeqaq,11.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,427,LIXUAN12,21.0
death.ProjMolotov_DamageField_C,mogugogogo,19.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,506,mogugogogo,19.0
DP-28,9dixue,1.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,323,Evilxiaokang,24.0
Down and Out,JockOK,12.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,285,gannijiameizi,25.0
SKS,mogugogogo,19.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,393,xingqqaz,22.0
UMP9,godie-fuzhu,19.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,383,TellMetoliGhtupb,22.0
S1897,AxJLQX,16.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,207,Diankuang-wanshi,28.0
SCAR-L,Bliston,7.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,618,Shucen,17.0
AKM,amao26,22.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,401,Nichoiaslan,19.0
M416,JockOK,12.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,285,Tang888888888,25.0
M16A4,liangcheng45,16.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,265,Leah-me,26.0
Down and Out,Touma98A,1.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,930,JockOK,12.0
AKM,xRickx,3.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1402,peiqibukeai,7.0
AKM,ACE1933,21.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,400,Cb98k-0,11.0
SCAR-L,BagerWang,23.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,195,THWY,5.0
P1911,Crevedk0,27.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,117,90344-zhilu,17.0
AKM,zhibai-xiao,19.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,1540,love_byu,5.0
UMP9,JockOK,12.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,768,ZackZero33,
UMP9,D4Boos,25.0,2U4GBNA0YmndAsq1-M9jqj7GsS2spkRBKdLt10vx5uVzDTZJW0WN-pvNRDRB2JQz,244,Hy_99999,12.0
SKS,INNOVATIONGame,12.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,958,FreshJesh,14.0
Tommy Gun,Tcbabay,21.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,115,qplaozouzou,29.0
Down and Out,WO-zaiCW,24.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,304,Jack-F05_,26.0
SCAR-L,Stone-CG,4.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,511,qingkongxing,14.0
Down and Out,Michael-M4,27.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,183,jiangjiangai,28.0
M416,asdgasdg789,21.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,119,QYssl,29.0
M416,wfuigwugfu,3.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,869,UrobuchiGen,11.0
Down and Out,wjsana,24.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,304,Forever_94X,26.0
Micro UZI,qplaozouzou,29.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,81,Syaa-,30.0
M416,rimmmmmmmmm,6.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,571,ROC-army,22.0
UMP9,lsxss,6.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,329,Single02,14.0
M416,wyp_520,2.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1000,SmileForU,13.0
M16A4,zengyang159753,11.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,519,HIDE01,23.0
M416,aabbs,12.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,379,ImBob0Y,24.0
Down and Out,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1434,MyKent,6.0
AKM,Red-Apple1,10.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,326,Kerwer,25.0
M416,Michael-M4,27.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,182,hll66666,28.0
M16A4,zengyang159753,11.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1045,yizhouchang,12.0
Kar98k,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1412,azdislikeQAQ,7.0
Down and Out,wyp_520,2.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1000,bibibibox,13.0
M416,Escapey,7.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,862,HeRo-_,9.0
Down and Out,wfuigwugfu,3.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1181,Hasdesadfn,10.0
Down and Out,asdgasdg789,21.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,119,Wanyingbo,29.0
M416,CFa-n,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1882,Tadebaba110,2.0
SCAR-L,MyKent,6.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1181,koushuangqing123,10.0
Down and Out,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,847,cirenyichaoshen,28.0
SKS,Zhaoyangluo,3.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1737,syz1613,2.0
M416,Michael-M4,27.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,159,kiritup,28.0
Down and Out,wyp_520,2.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1867,wfuigwugfu,3.0
Hit by Car,NingChen25,18.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,807,NingChen25,18.0
Grenade,wyp_520,2.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,957,chinazhognguo,15.0
M416,azdislikeQAQ,7.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,695,Chen1218,20.0
Punch,Chen1218,20.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,149,gunqusi,17.0
UMP9,qingkongxing,14.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,501,SIGUI-CG,4.0
SCAR-L,yizhouchang,12.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,528,aabbs,12.0
M416,chinazhognguo,15.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,665,Kay-Kay-HXL,28.0
Down and Out,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,660,laozi111,21.0
Down and Out,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,660,Tcbabay,21.0
SKS,wfuigwugfu,3.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1167,KB1370680430,10.0
S686,chinazhognguo,15.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,716,XZJzz250,19.0
Down and Out,wfuigwugfu,3.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1730,luodi-boxer,2.0
Pan,Forever_94X,26.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,217,China20121225,12.0
Down and Out,wyp_520,2.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1752,Zhaoyangluo,3.0
M416,Tadebaba110,2.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1309,xianglibie001,5.0
Drown,,,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,172,jacklovedragon,22.0
UMP9,SIGUI-CG,4.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,461,qasdeqw,14.0
AKM,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1751,HanZHAN-CG,4.0
Down and Out,CFa-n,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,812,kangchengz,17.0
Grenade,Special-lsc,27.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,285,Michael-M4,27.0
Down and Out,wyp_520,2.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,957,zhao74521,15.0
UMP9,Special-lsc,27.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,110,zhouxinwei1995,28.0
SKS,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,648,asdgsadf,21.0
Down and Out,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1412,Escapey,7.0
S1897,Chen1218,20.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,665,ZTWdashuaibi,7.0
M416,dabao2b666,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,812,SZ-He,17.0
Down and Out,lsxss,6.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1090,goodman98,11.0
AKM,koushuangqing123,10.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,872,Red-Apple1,10.0
AKM,cctvxl666,15.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,727,WYJB18,19.0
AKM,WO-zaiCW,24.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,304,GhostTvT_,26.0
Drown,,,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,170,xiangzichibaba,28.0
Hit by Car,Edwin_James,17.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,206,ctc1167,20.0
M416,MyKent,6.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,554,jacklovehunter,22.0
Hit by Car,Edwin_James,17.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,201,JunGuiZhou1995,20.0
Down and Out,aabbs,12.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,379,ouyanghao123,24.0
Down and Out,zengyang159753,11.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,891,jiyi00,5.0
M416,cctvxl666,15.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,749,WXNZN,19.0
SCAR-L,MyKent,6.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,532,SuperTian248,18.0
M416,wyp_520,2.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,941,cctvxl666,15.0
Down and Out,SZ-He,17.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,374,DoublelikeQAQ,7.0
Grenade,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,285,Zack7_7,27.0
Down and Out,INNOVATIONGame,12.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1005,rimmmmmmmmm,6.0
AKM,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1483,moqi1991,5.0
M416,syz1613,2.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1307,JueDi-YouLong,5.0
M416,azdislikeQAQ,7.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,720,Gu-Teng,20.0
Down and Out,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,285,Special-lsc,27.0
Down and Out,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1751,Stone-CG,4.0
M416,HanZHAN-CG,4.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1741,dabao2b666,
AKM,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1434,lsxss,6.0
Micro UZI,GhostTvT_,26.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,291,wjsana,24.0
Down and Out,Stone-CG,4.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1751,clmice,
M416,CFa-n,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,923,Kay-Kay-WHT,28.0
Down and Out,wyp_520,2.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,957,bowengelaichiji,15.0
SKS,XUSHUAI-708,1.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,660,asdgasdg789,21.0
Down and Out,zengyang159753,11.0,2U4GBNA0Yml3A-yoeqnEmiULVQfq08LVReCQaeOuRQKkizl4AbKBScP6jdOsOgO6,1045,INNOVATIONGame,12.0
